ID;ACCESSION;DEFINITION;VERSION;REFERENCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;mol_type;strain;host;geo_loc_name;collection_date;Date_Soumission
KY861093.1;"KY861093
";"Coxsackievirus A20 strain RD201504 capsid protein gene, partial
";"KY861093.1
";"1  (bases 1 to 381)
";"Coxsackievirus A20
";"Muilwijk,M., Van Zyl,W.B. and Taylor,M.B.
";"Occurrence and genetic diversity of enteroviruses in wastewater and
";NA;"Sanger dideoxy sequencing
";"         1..381
";"""genomic RNA""";"""RD201504""";NA;"""South Africa""";"""Apr-2015""";"09-FEB-2019
"
KY703757.1;"KY703757
";"Coxsackievirus A1 strain RD201507 CV-A1 capsid protein gene,
";"KY703757.1
";"1  (bases 1 to 327)
";"Coxsackievirus A1
";"Muilwijk,M., van Zyl,W.B. and Taylor,M.B.
";"Occurrence and genetic diversity of enteroviruses in wastewater and
";NA;"Sanger dideoxy sequencing
";"         1..327
";"""genomic RNA""";"""RD201507 CV-A1""";"""Homo sapiens""";"""South Africa""";"""Jul-2015""";"09-FEB-2019
"
MG838739.1;"MG838739
";"Coxsackievirus A20 strain CA20-88-YN-2003AFP polyprotein gene,
";"MG838739.1
";"1  (bases 1 to 159)
";"Coxsackievirus A20
";"Tian,J.B., Zhao,X.Z., Zhang,J., Tang,J.J. and Li,Q.L.
";"Molecular typing of non-polio enteroviruses from AFP cases in
";NA;"Sanger dideoxy sequencing
";"         1..159
";"""genomic RNA""";"""CA20-88-YN-2003AFP""";"""Homo sapiens""";"""Kenya""";"""12-Nov-2009""";"31-OCT-2018
"
MF990307.1;"MF990307
";"Coxsackievirus A17 isolate ETH_P28/A17_2016 polyprotein gene,
";"MF990307.1
";"1  (bases 1 to 6525)
";"Coxsackievirus A17
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..6525
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MF990306.1;"MF990306
";"Coxsackievirus A17 isolate ETH_P26/A17_2016 polyprotein gene,
";"MF990306.1
";"1  (bases 1 to 5391)
";"Coxsackievirus A17
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..5391
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MF990304.1;"MF990304
";"Coxsackievirus A20 isolate ETH_P16/A20_2016 polyprotein gene,
";"MF990304.1
";"1  (bases 1 to 7336)
";"Coxsackievirus A20
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..7336
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MF990298.1;"MF990298
";"Coxsackievirus A20 isolate ETH_P10/A20_2016 polyprotein gene,
";"MF990298.1
";"1  (bases 1 to 6541)
";"Coxsackievirus A20
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..6541
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MF990297.1;"MF990297
";"Coxsackievirus A20 isolate ETH_P9/A20_2016 polyprotein gene,
";"MF990297.1
";"1  (bases 1 to 6082)
";"Coxsackievirus A20
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..6082
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MF990296.1;"MF990296
";"Coxsackievirus A17 isolate ETH_P9/A17_2016 polyprotein gene,
";"MF990296.1
";"1  (bases 1 to 6215)
";"Coxsackievirus A17
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..6215
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MF990294.1;"MF990294
";"Coxsackievirus A1 isolate ETH_P8/A1_2016 polyprotein gene, complete
";"MF990294.1
";"1  (bases 1 to 7160)
";"Coxsackievirus A1
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..7160
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MG692415.1;"MG692415
";"Coxsackievirus A20 isolate ETH_P15/A20_2016 polyprotein gene,
";"MG692415.1
";"1  (bases 1 to 6108)
";"Coxsackievirus A20
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..6108
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MG692414.1;"MG692414
";"Coxsackievirus A17 isolate ETH_P18/A17_2016 polyprotein gene,
";"MG692414.1
";"1  (bases 1 to 5025)
";"Coxsackievirus A17
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..5025
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
MG692413.1;"MG692413
";"Coxsackievirus A13 isolate ETH_P21/A13_2016 polyprotein gene,
";"MG692413.1
";"1  (bases 1 to 5334)
";"Coxsackievirus A13
";"Altan,E., Aiemjoy,K., Phan,T.G., Deng,X., Aragie,S., Tadesse,Z.,
";"Enteric virome of Ethiopian children participating in a clean water
";"Geneious v. R10
";"Illumina
";"         1..5334
";"""genomic RNA""";NA;"""Homo sapiens""";"""Ethiopia""";"""Apr-2016""";"21-SEP-2018
"
LC412982.1;"LC412982
";"Coxsackievirus A24 J6-YN-CHN-2017 VP1 gene for capsid protein,
";"LC412982.1
";"1
";"Coxsackievirus A24
";"Bingjun,T.
";"Non-EV-A71 and non-CV-A16 enteroviruses isolated from hand,foot and
";NA;NA;"         1..915
";"""genomic RNA""";"""J6-YN-CHN-2017""";"""Homo sapiens""";"""China: Yunnan""";"""2017""";"24-JUL-2018
"
LC411979.1;"LC411979
";"Coxsackievirus A24 J196-YN-CHN-2014 VP1 gene for capsid protein,
";"LC411979.1
";"1
";"Coxsackievirus A24
";"Bingjun,T.
";"Non-EV-A71 and non-CV-A16 viruses isolated from hand, foot and
";NA;NA;"         1..915
";"""genomic RNA""";"""J196-YN-CHN-2014""";"""Homo sapiens""";"""China: Yunnan""";"""2014""";"24-JUL-2018
"
MF419263.1;"MF419263
";"Coxsackievirus A24 strain GUF-2017-B0519081, complete genome.
";"MF419263.1
";"1  (bases 1 to 7415)
";"Coxsackievirus A24
";"Enfissi,A., Joffret,M.L., Delaune,D., Delpeyroux,F., Rousset,D. and
";"Coxsackievirus A24 Variant Associated with Acute Haemorrhagic
";"CLC Genomics v. 8
";"Illumina
";"         1..7415
";"""genomic RNA""";"""GUF-2017-B0519081""";NA;"""French Guiana""";"""Jun-2017""";"22-JUN-2018
"
MG571861.1;"MG571861
";"MAG: Coxsackievirus A24 clone V19C polyprotein gene, partial cds.
";"MG571861.1
";"1  (bases 1 to 7182)
";"Coxsackievirus A24
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7182
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571860.1;"MG571860
";"MAG: Coxsackievirus A24 clone V19C2 polyprotein gene, partial cds.
";"MG571860.1
";"1  (bases 1 to 7120)
";"Coxsackievirus A24
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7120
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571841.1;"MG571841
";"MAG: Coxsackievirus A24 clone V6C polyprotein gene, partial cds.
";"MG571841.1
";"1  (bases 1 to 7322)
";"Coxsackievirus A24
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7322
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571840.1;"MG571840
";"MAG: Coxsackievirus A24 clone V5B polyprotein gene, complete cds.
";"MG571840.1
";"1  (bases 1 to 7424)
";"Coxsackievirus A24
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7424
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571855.1;"MG571855
";"MAG: Coxsackievirus A19 clone V15C polyprotein gene, partial cds.
";"MG571855.1
";"1  (bases 1 to 6938)
";"Coxsackievirus A19
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..6938
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571854.1;"MG571854
";"MAG: Coxsackievirus A19 clone V14C polyprotein gene, partial cds.
";"MG571854.1
";"1  (bases 1 to 7115)
";"Coxsackievirus A19
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7115
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571852.1;"MG571852
";"MAG: Coxsackievirus A19 clone V12C polyprotein gene, partial cds.
";"MG571852.1
";"1  (bases 1 to 6932)
";"Coxsackievirus A19
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..6932
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571847.1;"MG571847
";"MAG: Coxsackievirus A19 clone V8C polyprotein gene, partial cds.
";"MG571847.1
";"1  (bases 1 to 7173)
";"Coxsackievirus A19
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7173
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571839.1;"MG571839
";"MAG: Coxsackievirus A19 clone V4C polyprotein gene, partial cds.
";"MG571839.1
";"1  (bases 1 to 7188)
";"Coxsackievirus A19
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7188
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571834.1;"MG571834
";"MAG: Coxsackievirus A19 clone V2C polyprotein gene, partial cds.
";"MG571834.1
";"1  (bases 1 to 7096)
";"Coxsackievirus A19
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7096
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571831.1;"MG571831
";"MAG: Coxsackievirus A19 clone V1C polyprotein gene, partial cds.
";"MG571831.1
";"1  (bases 1 to 6948)
";"Coxsackievirus A19
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..6948
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571857.1;"MG571857
";"MAG: Coxsackievirus A13 clone V17C polyprotein gene, partial cds.
";"MG571857.1
";"1  (bases 1 to 7321)
";"Coxsackievirus A13
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7321
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571842.1;"MG571842
";"MAG: Coxsackievirus A13 clone V7B polyprotein gene, partial cds.
";"MG571842.1
";"1  (bases 1 to 6774)
";"Coxsackievirus A13
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..6774
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571838.1;"MG571838
";"MAG: Coxsackievirus A13 clone V4B polyprotein gene, partial cds.
";"MG571838.1
";"1  (bases 1 to 7271)
";"Coxsackievirus A13
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7271
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571836.1;"MG571836
";"MAG: Coxsackievirus A13 clone V3B polyprotein gene, partial cds.
";"MG571836.1
";"1  (bases 1 to 7220)
";"Coxsackievirus A13
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7220
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
MG571859.1;"MG571859
";"MAG: Coxsackievirus A1 clone V18A polyprotein gene, complete cds.
";"MG571859.1
";"1  (bases 1 to 7391)
";"Coxsackievirus A1
";"Siqueira,J.D., Dominguez-Bello,M.G., Deng,X. and Delwart,E.
";"Uncontacted Amerindians fecal virome includes widely dispersed
";"Geneious v. R9
";"Illumina
";"         1..7391
";"""genomic RNA""";NA;"""Homo sapiens""";"""Venezuela""";"""2015""";NA
KY885772.1;"KY885772
";"Coxsackievirus A24 isolate JX33/2015 VP1 gene, partial cds.
";"KY885772.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885771.1;"KY885771
";"Coxsackievirus A24 isolate JX184/2015 VP1 gene, partial cds.
";"KY885771.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885770.1;"KY885770
";"Coxsackievirus A24 isolate JX640/2015 VP1 gene, partial cds.
";"KY885770.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885769.1;"KY885769
";"Coxsackievirus A24 isolate JX2099/2015 VP1 gene, partial cds.
";"KY885769.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885768.1;"KY885768
";"Coxsackievirus A24 isolate JX684/2015 VP1 gene, partial cds.
";"KY885768.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885767.1;"KY885767
";"Coxsackievirus A24 isolate JX2104/2015 VP1 gene, partial cds.
";"KY885767.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885766.1;"KY885766
";"Coxsackievirus A24 isolate JX1914/2015 VP1 gene, partial cds.
";"KY885766.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885765.1;"KY885765
";"Coxsackievirus A24 isolate JX30/2015 VP1 gene, partial cds.
";"KY885765.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885764.1;"KY885764
";"Coxsackievirus A24 isolate JX4046/2014 VP1 gene, partial cds.
";"KY885764.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885763.1;"KY885763
";"Coxsackievirus A24 isolate JX3626/2014 VP1 gene, partial cds.
";"KY885763.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885762.1;"KY885762
";"Coxsackievirus A24 isolate JX3039/2014 VP1 gene, partial cds.
";"KY885762.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885761.1;"KY885761
";"Coxsackievirus A24 isolate JX2625/2014 VP1 gene, partial cds.
";"KY885761.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885760.1;"KY885760
";"Coxsackievirus A24 isolate JX2365/2014 VP1 gene, partial cds.
";"KY885760.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885759.1;"KY885759
";"Coxsackievirus A24 isolate JX2166/2014 VP1 gene, partial cds.
";"KY885759.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885758.1;"KY885758
";"Coxsackievirus A24 isolate JX1334/2014 VP1 gene, partial cds.
";"KY885758.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885757.1;"KY885757
";"Coxsackievirus A24 isolate JX1273/2014 VP1 gene, partial cds.
";"KY885757.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885756.1;"KY885756
";"Coxsackievirus A24 isolate JX234/2014 VP1 gene, partial cds.
";"KY885756.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885755.1;"KY885755
";"Coxsackievirus A24 isolate JX2180/2013 VP1 gene, partial cds.
";"KY885755.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885754.1;"KY885754
";"Coxsackievirus A24 isolate JX1529/2013 VP1 gene, partial cds.
";"KY885754.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885753.1;"KY885753
";"Coxsackievirus A24 isolate JX1317/2013 VP1 gene, partial cds.
";"KY885753.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885752.1;"KY885752
";"Coxsackievirus A24 isolate JX1144/2013 VP1 gene, partial cds.
";"KY885752.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885751.1;"KY885751
";"Coxsackievirus A24 isolate JX704/2013 VP1 gene, partial cds.
";"KY885751.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885750.1;"KY885750
";"Coxsackievirus A24 isolate JX401/2013 VP1 gene, partial cds.
";"KY885750.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885749.1;"KY885749
";"Coxsackievirus A24 isolate JX2402/2011 VP1 gene, partial cds.
";"KY885749.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885748.1;"KY885748
";"Coxsackievirus A24 isolate JX1999/2011 VP1 gene, partial cds.
";"KY885748.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885747.1;"KY885747
";"Coxsackievirus A24 isolate JX1206/2011 VP1 gene, partial cds.
";"KY885747.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885746.1;"KY885746
";"Coxsackievirus A24 isolate JX1205/2011 VP1 gene, partial cds.
";"KY885746.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885745.1;"KY885745
";"Coxsackievirus A24 isolate JX912/2011 VP1 gene, partial cds.
";"KY885745.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885744.1;"KY885744
";"Coxsackievirus A24 isolate JX906/2011 VP1 gene, partial cds.
";"KY885744.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885743.1;"KY885743
";"Coxsackievirus A24 isolate JX1677/2010 VP1 gene, partial cds.
";"KY885743.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885742.1;"KY885742
";"Coxsackievirus A24 isolate JX1250/2010 VP1 gene, partial cds.
";"KY885742.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885741.1;"KY885741
";"Coxsackievirus A24 isolate JX83/2008 VP1 gene, partial cds.
";"KY885741.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885740.1;"KY885740
";"Coxsackievirus A24 isolate JX81/2008 VP1 gene, partial cds.
";"KY885740.1
";"1  (bases 1 to 278)
";"Coxsackievirus A24
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..278
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
