Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 701,MG212467_Russia_Poliovirus-3,Recombinant, 20.1164920573707, 20, 10, 10, 10, 10, 8, 18, 8, 8, 6.38789173476924, 0, 4, 1, 20, 2.5, 5, 15,
 701,MG880752_Mexico_Coxsackievirus-A24,MajorParent, 6.67967356200342, 10, 5, 5, 0, 0, 0, 0, 4, 4, 7.02524450833582, .1085776330076, 0, 0, 10, 0, 0, 20,
 701,AB705311_Japan_2011,MinorParent, 3.20383438062591, 0, 0, 0, 5, 0, 4, 14, 0, 0, 6.58686375689494, 0, 2, 2, 0, 5, 5, 0,
 702,MG212465_Ukraine_Poliovirus-2,Recombinant, 27.3916225539461, 20, 10, 10, 5, 0, 8, 18, 8, 8, 13.1111829633454, 0, 2, 2, 20, 5, 0, 15,
 702,KJ170575_Nigeria_Poliovirus-2,MajorParent, 1.24463720558685, 0, 5, 0, 10, 0, 0, 0, 0, 4, 3.22891415700388, 0, 0, 0, 10, 2.5, 0, 20,
 702,KJ170530_Nigeria_Poliovirus-1,MinorParent, 1.36374024046704, 10, 0, 5, 0, 10, 4, 14, 4, 0, 3.65990287965067, .260586319218241, 4, 1, 0, 0, 0, 0,
 704,MG212480_Russia_Poliovirus-2,Recombinant, 21.1691794634969, 20, 10, 10, 10, 0, 8, 18, 8, 8, 12.9799578634916, 0, 2, 2, 20, 5, 0, 20,
 704,KJ170575_Nigeria_Poliovirus-2,MajorParent, 5.81256138997384, 0, 5, 0, 0, 10, 4, 14, 0, 4, 3.37253903488376, 0, 0, 0, 10, 2.5, 0, 15,
 704,OQ286211_United-Kingdom_Poliovirus-1,MinorParent, 3.01825914652924, 10, 0, 5, 5, 0, 0, 0, 4, 0, 3.64750310162459, 0, 4, 1, 0, 0, 0, 0,
 710,MN914203_Malawi_Enterovirus-C,Recombinant, 17.3486146383944, 0, 5, 10, 10, 5, 8, 18, 8, 8, 9.99241841511916, 0, 4, 2, 10, 5, 5, 15,
 710,GQ865517_Nicaragua_Enterovirus-C109,MajorParent, .186345520449452, 10, 0, 0, 5, 5, 0, 0, 0, 0, 4.30444578968553, 0, 4, 1, 0, 2.5, 5, 0,
 710,KT353719_Taiwan_Poliovirus-1,MinorParent, 12.4650398411561, 20, 10, 5, 0, 5, 4, 14, 4, 4, 5.70313579519532, 0, 4, 0, 20, 0, 0, 20,
 712,PQ238717_USA_2018,Recombinant, 21.3843021810125, 20, 10, 10, 10, 5, 8, 18, 8, 8, 7.56307004529354, .184581976112921, 4, 2, 20, 5, 5, 20,
 712,MK105986_France_2018,MajorParent, 3.93927572054081, 10, 5, 5, 0, 0, 0, 0, 4, 4, 6.23601619087702, 0, 0, 1, 10, 0, 0, 0,
 712,PQ238650_USA_2022,MinorParent, 4.67642209844669, 0, 0, 0, 5, 5, 4, 14, 0, 0, 6.20091376382944, 0, 2, 0, 0, 2.5, 5, 15,
 715,ON502309_China_2016,Recombinant, 20.9458305737947, 20, 10, 10, 10, 10, 8, 18, 8, 8, 7.52795442240858, 0, 4, 2, 20, 5, 0, 15,
 715,ON502360_China_2016,MajorParent, 7.92211240305208, 0, 5, 5, 5, 0, 4, 14, 4, 4, 6.47225742838144, 0, 0, 1, 20, 2.5, 0, 20,
 715,ON502337_China_2017,MinorParent, 1.13205702315326, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5.99978814920998, 0, 2, 0, 0, 0, 0, 0,
 716,MZ394039_China_2016,Recombinant, 11.4151759467319, 0, 0, 10, 10, 5, 8, 18, 8, 4, 6.14707104867484, .118790496760259, 4, 0, 0, 5, 5, 20,
 716,MZ436966_Spain_2016,MajorParent, 8.69045361959412, 10, 10, 0, 0, 5, 0, 0, 0, 8, 6.94619496279919, 1.07991360691145E-02, 4, 1, 20, 0, 0, 0,
 716,KY888273_Germany_2013,MinorParent, 9.89437043367401, 20, 10, 5, 0, 5, 4, 14, 4, 0, 6.90673398852597, 0, 4, 2, 20, 2.5, 0, 0,
 717,KY888273_Germany_2013,Recombinant, 11.416098166001, 20, 10, 5, 0, 5, 4, 14, 4, 0, 6.67876244024399, 0, 4, 2, 20, 0, 0, 20,
 717,MG451806_United-Kingdom_2016,MajorParent, 9.13677939631887, 10, 10, 0, 5, 5, 0, 0, 0, 4, 7.28390400474278, 0, 2, 0, 20, 2.5, 0, 15,
 717,MZ436966_Spain_2016,MinorParent, 9.44712243768012, 0, 0, 10, 10, 5, 8, 18, 8, 8, 6.03733355501322, 1.32829373650108, 0, 1, 0, 5, 5, 0,
 731,JX275013_Nigeria_Poliovirus-2,Recombinant, 13.0268332840664, 10, 10, 10, 10, 0, 0, 0, 8, 0, 10.1827634003252, 0, 4, 2, 10, 5, 5, 15,
 731,GU390707_USA_Poliovirus-2,MajorParent, 7.77666725106267, 0, 5, 5, 5, 10, 4, 14, 4, 4, 5.11861690637146, 3.25027085590466E-02, 0, 1, 0, 0, 0, 20,
 731,MG212454_Russia_Poliovirus-2,MinorParent, 9.19649946487092, 20, 0, 0, 0, 0, 8, 18, 0, 8, 4.69861969330333, 0, 0, 0, 20, 2.5, 5, 0,
 732,KX162694_Equatorial-Guinea_Enterovirus-C,Recombinant, 21.6613097789869, 20, 10, 10, 10, 0, 8, 18, 8, 8, 8.63864353111404, 0, 0, 0, 20, 5, 5, 20,
 732,JX275048_Nigeria_Poliovirus-2,MajorParent, 3.43967173032779, 10, 5, 0, 5, 10, 0, 0, 0, 4, 5.82991385758113, .238353196099675, 4, 2, 10, 0, 0, 0,
 732,KX162680_Cameroon_Poliovirus-1,MinorParent, 4.89901849068526, 0, 0, 5, 0, 0, 4, 14, 4, 0, 5.53144261130484, 0, 0, 1, 0, 2.5, 5, 15,
 734,LN854562_Netherlands_2011,Recombinant, 15.8821204467792, 10, 10, 0, 10, 10, 8, 18, 0, 8, 10.4975626837353, 0, 0, 2, 10, 5, 5, 15,
 734,PP025903_Spain_2010,MajorParent, 9.3984357933339, 20, 5, 10, 0, 0, 0, 0, 8, 4, 4.52693523345039, .248380129589633, 2, 0, 20, 0, 0, 20,
 734,MW183139_China_2007,MinorParent, 4.7194437598869, 0, 0, 5, 5, 0, 4, 14, 4, 0, 4.97550208281434, 0, 4, 1, 0, 2.5, 5, 0,
 735,KP266577_China_2009,Recombinant, 16.2004235031578, 20, 10, 10, 10, 5, 4, 14, 8, 8, 7.73458089249023, .12779552715655, 0, 1, 10, 2.5, 5, 20,
 735,MF574099_China_2010,MajorParent, 4.83466779640412, 0, 0, 5, 10, 5, 8, 18, 0, 4, 5.29498999777119, .990415335463259, 2, 0, 0, 0, 0, 0,
 735,MF678343_Australia_2010,MinorParent, 8.96490870043808, 20, 5, 0, 0, 5, 0, 0, 4, 0, 6.97042910973857, 1.2779552715655, 4, 2, 20, 5, 5, 15,
 736,OQ842429_USA_2017,Recombinant, 20.0980767332451, 20, 10, 10, 10, 10, 8, 18, 4, 8, 6.59676102027402, .378378378378378, 4, 2, 20, 5, 0, 15,
 736,JX843811_China_2009,MajorParent, 9.00395396350269, 10, 0, 5, 5, 0, 4, 14, 8, 4, 6.88749675388383, 0, 0, 1, 10, 2.5, 0, 20,
 736,KP289434_China_2013,MinorParent, .897969303252248, 0, 5, 0, 0, 0, 0, 0, 0, 0, 6.51574222584215, .378378378378378, 2, 0, 0, 0, 0, 0,
 741,MW183137_China_2007,Recombinant, 12.5294067911101, 10, 0, 10, 5, 0, 4, 14, 8, 0, 7.55583767347234, 0, 2, 2, 0, 5, 5, 15,
 741,PP025903_Spain_2010,MajorParent, 9.22065987669284, 0, 5, 5, 10, 0, 8, 18, 4, 8, 5.83226122562404, 0, 4, 0, 0, 0, 0, 20,
 741,MF678329_Australia_2006,MinorParent, 8.24993333219706, 20, 10, 0, 0, 10, 0, 0, 0, 4, 6.61190110090362, .255047821466525, 0, 1, 20, 2.5, 5, 0,
 743,PP621649_Thailand_2018,Recombinant, 19.4165486263126, 20, 10, 5, 10, 0, 8, 18, 4, 0, 7.24487130444764, 2.12539851222104E-02, 4, 2, 20, 0, 0, 15,
 743,PP025903_Spain_2010,MajorParent, .172680932905384, 10, 5, 0, 0, 0, 0, 0, 0, 4, 6.40734960317888, 2.12539851222104E-02, 0, 1, 10, 5, 0, 0,
 743,MF678304_Australia_2012,MinorParent, 10.410770440782, 0, 0, 10, 5, 10, 4, 14, 8, 8, 6.34777909237348, 0, 2, 0, 0, 2.5, 0, 20,
 744,OQ842430_USA_2009,Recombinant, 21.2098909326099, 20, 10, 10, 10, 0, 8, 18, 8, 8, 7.88533843229594, 0, 4, 2, 20, 5, 0, 20,
 744,MF678314_Australia_2015,MajorParent, 3.47475992208922, 0, 0, 0, 5, 0, 0, 0, 0, 4, 5.5061931702502, .892667375132837, 0, 0, 10, 2.5, 0, 15,
 744,MK689070_Brazil_2014,MinorParent, 5.31534914530083, 10, 5, 5, 0, 0, 4, 14, 4, 0, 6.60846839745386, 0, 2, 1, 0, 0, 0, 0,
 745,PP621674_Thailand_2019,Recombinant, 19.066464252711, 20, 10, 10, 10, 0, 8, 18, 8, 8, 7.80205258620158, .53134962805526, 2, 1, 20, 2.5, 5, 20,
 745,PP887984_Hungary_2023,MajorParent, 7.39574166593376, 20, 10, 0, 5, 0, 0, 0, 0, 0, 6.39301401911729, 0, 4, 2, 10, 5, 5, 15,
 745,ON873778_China_2013,MinorParent, 3.53779408135524, 0, 0, 5, 0, 10, 4, 14, 4, 4, 5.80493339468113, .584484590860786, 0, 0, 0, 0, 0, 0,
 746,KU379646_China_2013,Recombinant, 14.9955577573478, 0, 0, 10, 0, 10, 8, 18, 8, 8, 8.20861310595684, 0, 0, 2, 0, 2.5, 0, 20,
 746,ON873782_China_2013,MajorParent, 7.43483360148919, 0, 10, 0, 10, 0, 0, 0, 0, 4, 6.26786638720762, 0, 4, 0, 20, 0, 0, 15,
 746,OQ791570_USA_2016,MinorParent, 7.56960864116303, 0, 10, 5, 5, 0, 4, 14, 4, 0, 5.52352050683553, 0, 2, 1, 20, 5, 0, 0,
 748,PP621655_Thailand_2019,Recombinant, 17.1144662961595, 20, 0, 10, 10, 0, 4, 14, 8, 8, 8.71845743691487, 1.79596174282678, 0, 2, 20, 5, 0, 15,
 748,MF678328_Australia_2009,MajorParent, 5.77940760824032, 0, 0, 0, 0, 10, 0, 0, 0, 4, 5.81245878171652, .860786397449522, 4, 1, 0, 2.5, 0, 20,
 748,OQ791511_USA_2009,MinorParent, 7.10612609560019, 10, 10, 5, 5, 0, 8, 18, 4, 0, 5.4690837813686, .403825717321998, 0, 0, 10, 0, 0, 0,
 752,MN580136_China_1999,Recombinant, 15.0173150051442, 20, 10, 10, 0, 10, 4, 14, 8, 0, 6.42574730221382, .690754516471839, 4, 1, 20, 0, 0, 20,
 752,KU379646_China_2013,MajorParent, 5.8177266387146, 10, 5, 0, 10, 0, 0, 0, 0, 4, 5.54992538295317, .382571732199787, 2, 0, 10, 2.5, 0, 15,
 752,ON873779_China_2013,MinorParent, 9.16495835614118, 0, 0, 5, 5, 0, 8, 18, 4, 8, 8.02432731483301, 0, 0, 2, 0, 5, 5, 0,
 757,KX610685_USA_2016,Recombinant, 15.0342084286013, 20, 5, 10, 5, 5, 8, 18, 8, 0, 7.13712538367154, 0, 2, 2, 20, 5, 5, 0,
 757,PP025903_Spain_2010,MajorParent, 12.8681222136198, 20, 10, 5, 10, 5, 4, 14, 4, 8, 6.62424971746399, 0, 4, 0, 20, 0, 0, 20,
 757,MF678328_Australia_2009,MinorParent, 2.09766935777889, 0, 0, 0, 0, 5, 0, 0, 0, 4, 6.23862489886447, 0, 0, 1, 0, 2.5, 5, 15,
 761,MN815812_China_2019,Recombinant, 14.0654790955543, 20, 10, 5, 5, 0, 8, 18, 4, 4, 6.8876267561733, 0, 4, 1, 20, 2.5, 0, 20,
 761,PP891443_China_2022,MajorParent, 15.6547797988499, 10, 10, 10, 10, 10, 4, 14, 8, 8, 7.45949509242645, 0, 0, 2, 10, 5, 5, 15,
 761,JX843811_China_2009,MinorParent, .279741105595808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.65287815140024, 0, 2, 0, 0, 0, 0, 0,
 762,MN815810_China_2018,Recombinant, 16.6171532392718, 20, 10, 5, 10, 0, 8, 18, 4, 4, 7.54695213933702, 0, 2, 1, 20, 2.5, 0, 15,
 762,MN815812_China_2019,MajorParent, 10.7740974826037, 10, 5, 10, 0, 0, 0, 0, 8, 8, 6.58299196582342, 0, 4, 2, 10, 5, 5, 20,
 762,MN580136_China_1999,MinorParent, 2.60874927812454, 0, 0, 0, 5, 0, 4, 14, 0, 0, 5.87005589483956, .625, 0, 0, 0, 0, 0, 0,
 763,PP891438_China_2019,Recombinant, 18.1545029165606, 10, 5, 10, 10, 10, 8, 18, 8, 8, 7.19095314481023, .387931034482759, 4, 2, 10, 5, 5, 20,
 763,MN815812_China_2019,MajorParent, 11.106323756083, 20, 10, 5, 5, 0, 4, 14, 0, 4, 6.67602424620128, 0, 0, 1, 20, 2.5, 0, 15,
 763,MK652136_Venezuela_2018,MinorParent, .73917332735632, 0, 0, 0, 0, 0, 0, 0, 4, 0, 6.13302260898849, 0, 2, 0, 0, 0, 0, 0,
 764,MN815812_China_2019,Recombinant, 18.059417085082, 20, 10, 10, 10, 5, 4, 14, 8, 0, 7.28327771855517, 0, 2, 2, 20, 5, 0, 20,
 764,JX017381_China_2011,MajorParent, 2.31606955364451, 0, 0, 5, 0, 5, 0, 0, 4, 4, 6.23608278494361, 0, 0, 1, 0, 2.5, 0, 0,
 764,OP441393_China_2018,MinorParent, 9.62451336127347, 10, 5, 0, 5, 5, 8, 18, 0, 8, 6.48063949650122, 4.31034482758621E-02, 4, 0, 10, 0, 0, 15,
 765,JX898905_China_2011,Recombinant, 12.3112694148908, 20, 1, 5, 5, 0, 4, 14, 4, 8, 8.19051150263085, 0, 0, 2, 20, 5, 5, 0,
 765,MZ394039_China_2016,MajorParent, 2.69761979139384, 0, 1, 0, 0, 0, 0, 0, 0, 4, 5.65060286178683, 1.08342361863489E-02, 2, 0, 0, 0, 0, 20,
 765,KX171336_China_2011,MinorParent, 14.9911107937154, 10, 1, 10, 10, 10, 8, 18, 8, 0, 6.15888563558232, 0, 4, 1, 10, 2.5, 5, 15,
 766,KX162680_Cameroon_Poliovirus-1,Recombinant, 16.3581024834295, 20, 10, 10, 10, 10, 8, 18, 8, 0, 7.11919310414405, .075839653304442, 4, 0, 20, 0, 0, 20,
 766,KJ170454_Nigeria_Poliovirus-1,MajorParent, 2.47542852727463, 0, 0, 0, 5, 0, 0, 0, 0, 4, 5.51359950032453, .520043336944745, 0, 1, 0, 2.5, 0, 15,
 766,KX162682_Central-African,MinorParent, 11.1664689892959, 20, 10, 5, 0, 0, 4, 14, 4, 8, 7.36720739553141, .108342361863489, 2, 2, 20, 5, 0, 0,
 767,MW192795_China_2019,Recombinant, 18.6985874677843, 10, 10, 10, 10, 10, 8, 18, 8, 8, 7.55780030874874, .325027085590466, 2, 2, 10, 5, 5, 20,
 767,PP621675_Thailand_2019,MajorParent, 5.31521634825757, 0, 0, 5, 5, 0, 4, 14, 4, 4, 6.17770715206183, .075839653304442, 0, 0, 0, 0, 0, 15,
 767,MN815811_China_2018,MinorParent, 5.98619618395818, 20, 10, 0, 0, 0, 0, 0, 0, 0, 6.26449253918943, 0, 4, 1, 20, 2.5, 5, 0,
 768,HM777023_South-Korea_2005,Recombinant, 18.4928818421804, 20, 10, 10, 5, 10, 8, 18, 8, 8, 6.18205040870036, 0, 4, 1, 20, 0, 0, 20,
 768,OQ842423_USA_2013,MajorParent, 4.66006439146622, 0, 0, 5, 0, 0, 0, 0, 4, 4, 7.44035672854637, .901194353963084, 0, 2, 0, 2.5, 0, 0,
 768,PP891443_China_2022,MinorParent, 6.84705376635334, 20, 5, 0, 10, 0, 4, 14, 0, 0, 6.37759286275327, 0, 4, 0, 20, 5, 0, 15,
 769,MG982664_India_2017,Recombinant, 16.6970934822336, 20, 10, 10, 5, 5, 4, 14, 8, 8, 6.69264993096535, 1.42236699239957, 4, 2, 20, 5, 5, 20,
 769,PP621220_Thailand_2019,MajorParent, 1.01244761529129, 0, 0, 0, 0, 5, 0, 0, 0, 4, 6.10760202599135, 2.44299674267101, 0, 0, 0, 0, 0, 0,
 769,KX810066_USA_2013,MinorParent, 12.2904589024751, 10, 5, 5, 10, 5, 8, 18, 4, 0, 7.1997480430433, 1.30293159609121, 2, 1, 10, 2.5, 5, 15,
 770,OK397297_China_2018,Recombinant, 16.264192098031, 20, 5, 10, 0, 5, 0, 0, 8, 0, 6.69901718850715, 0, 4, 0, 20, 0, 0, 20,
 770,PP756363_France_Coxsackievirus-A1,MajorParent, 7.42071642243531, 10, 0, 0, 0, 5, 0, 0, 0, 4, 7.09512142327596, 0, 0, 1, 0, 2.5, 0, 15,
 770,MG982664_India_2017,MinorParent, 6.3150914795337, 0, 10, 5, 0, 5, 0, 0, 4, 8, 6.20586138821689, .803474484256243, 2, 2, 20, 5, 0, 0,
 771,JQ729993_China_2010,Recombinant, 16.4180407310819, 20, 10, 10, 10, 0, 8, 18, 8, 4, 7.00651463895073, 0, 2, 2, 20, 5, 5, 15,
 771,KT353725_Taiwan_2008,MajorParent, 10.7973525344461, 20, 10, 5, 5, 0, 4, 14, 4, 8, 6.58871578203793, 1.12432432432432, 0, 1, 20, 0, 0, 20,
 771,JX843811_China_2009,MinorParent, 2.78460673447205, 0, 0, 0, 0, 10, 0, 0, 0, 0, 6.40476957901134, .12972972972973, 4, 0, 0, 2.5, 5, 0,
 772,KT353725_Taiwan_2008,Recombinant, 13.4020058163196, 10, 0, 0, 0, 0, 8, 18, 0, 8, 7.39468558327131, 0, 2, 2, 20, 5, 0, 20,
 772,JX976771_China_2011,MajorParent, 13.9426450809384, 20, 10, 10, 5, 0, 4, 14, 8, 4, 6.75142831042971, 0, 0, 1, 10, 2.5, 0, 15,
 772,JX843811_China_2009,MinorParent, 2.655349102742, 0, 0, 5, 10, 10, 0, 0, 4, 0, 5.85388610629898, 0, 4, 0, 0, 0, 0, 0,
 776,PP621644_Thailand_2019,Recombinant, 13.1891400022915, 20, 5, 0, 0, 10, 0, 0, 0, 8, 7.63836901722474, 0, 4, 2, 10, 2.5, 0, 15,
 776,PP621691_Nepal_2023,MajorParent, 8.87543285819446, 0, 0, 5, 0, 0, 0, 0, 4, 4, 7.71367031742835, 0, 0, 1, 0, 5, 5, 20,
 776,OQ791570_USA_2016,MinorParent, 7.935427139514, 10, 10, 10, 0, 0, 0, 0, 8, 0, 4.64796066534691, .564603691639522, 2, 0, 20, 0, 0, 0,
 777,OQ791513_USA_2009,Recombinant, 14.1046375659478, 20, 10, 5, 5, 0, 4, 14, 4, 8, 7.61748178797585, 0, 0, 2, 20, 5, 0, 20,
 777,MZ389230_Spain_2018,MajorParent, 8.49911050681686, 20, 10, 0, 0, 10, 0, 0, 0, 4, 6.68160056881085, 0, 2, 1, 20, 2.5, 0, 15,
 777,PP621632_Thailand_2019,MinorParent, 7.39625192723534, 0, 0, 10, 10, 0, 8, 18, 8, 0, 5.7009176432133, .691891891891892, 4, 0, 0, 0, 0, 0,
 779,PP621624_Thailand_2019,Recombinant, 11.8868529814083, 20, 10, 0, 10, 0, 4, 14, 0, 8, 6.13269992486181, 2.70182992465016, 2, 1, 20, 2.5, 0, 15,
 779,MW365443_China_2019,MajorParent, 12.7992647814018, 0, 0, 10, 0, 0, 8, 18, 8, 4, 7.04574832812901, 1.79763186221744, 0, 2, 10, 5, 5, 20,
 779,HM031191_China_2008,MinorParent, 5.3138822371899, 10, 5, 5, 5, 10, 0, 0, 4, 0, 6.82155174700918, 1.35629709364909, 4, 0, 0, 0, 0, 0,
 780,PP621685_Thailand_2019,Recombinant, 9.92188848480134, 0, 0, 0, 10, 0, 4, 14, 0, 8, 7.78527963593224, 2.44034707158351, 2, 0, 0, 0, 0, 20,
 780,PP621649_Thailand_2018,MajorParent, 7.52925519456193, 10, 0, 5, 5, 0, 8, 18, 4, 4, 5.39268503024167, 1.08459869848156E-02, 0, 2, 10, 2.5, 0, 0,
 780,PP621680_Thailand_2019,MinorParent, 12.5488563206367, 20, 10, 10, 0, 0, 0, 0, 8, 0, 6.82203533382609, 2.54880694143167, 4, 1, 20, 5, 0, 15,
 783,GU550508_China_1999,Recombinant, 19.1915871617345, 10, 5, 10, 10, 5, 8, 18, 8, 8, 7.89741397102652, 0, 4, 2, 20, 2.5, 0, 15,
 783,MK652137_USA_2018,MajorParent, 3.68745307028665, 0, 0, 0, 0, 5, 0, 0, 0, 4, 6.19849763998066, 0, 0, 1, 0, 5, 5, 20,
 783,JX017381_China_2011,MinorParent, 7.12095976797889, 20, 10, 5, 5, 5, 4, 14, 4, 0, 5.90408838899282, 1.09442060085837, 2, 0, 10, 0, 0, 0,
 784,MG451809_United-Kingdom_2017,Recombinant, 16.6029458305834, 10, 5, 10, 5, 10, 4, 14, 8, 8, 7.2796932423938, 0, 4, 2, 10, 2.5, 0, 15,
 784,JX976771_China_2011,MajorParent, 13.1901032355447, 20, 10, 5, 0, 0, 0, 0, 4, 4, 7.10264029117435, 0, 2, 1, 20, 5, 0, 20,
 784,OQ842426_USA_2014,MinorParent, .206950933871879, 0, 0, 0, 10, 0, 8, 18, 0, 0, 5.61766646643186, 0, 0, 0, 0, 0, 0, 0,
 789,MZ558781_China_2017,Recombinant, 19.9862255955382, 20, 10, 10, 10, 5, 8, 18, 8, 8, 7.84641539025095, 1.57266811279826, 2, 1, 20, 5, 5, 20,
 789,PP621613_Thailand_2019,MajorParent, 2.82785634844781, 0, 0, 0, 5, 5, 4, 14, 0, 4, 4.53059828519313, 0, 0, 0, 0, 0, 0, 0,
 789,PP621655_Thailand_2019,MinorParent, 7.18591805601398, 10, 5, 5, 0, 5, 0, 0, 4, 0, 7.62298632455593, 1.83297180043384, 4, 2, 10, 2.5, 5, 15,
 790,JX417724_Cameroon_2008,Recombinant, 17.2549676939458, 20, 10, 5, 5, 10, 4, 14, 4, 8, 7.25878234859458, .292524377031419, 0, 1, 20, 2.5, 5, 20,
 790,MZ394039_China_2016,MajorParent, 9.84291328412486, 10, 5, 0, 10, 0, 8, 18, 0, 0, 6.7031420970966, .270855904658722, 2, 2, 10, 5, 5, 15,
 790,OQ842446_USA_2012,MinorParent, 2.90211902192939, 0, 0, 10, 0, 0, 0, 0, 8, 4, 6.03807555430882, 1.05092091007584, 4, 0, 0, 0, 0, 0,
 791,OQ842446_USA_2012,Recombinant, 9.71200480850733, 20, 10, 5, 0, 10, 0, 0, 4, 0, 6.19551627443396, 0, 4, 1, 20, 0, 0, 15,
 791,MW183137_China_2007,MajorParent, 6.84071846665546, 0, 0, 0, 10, 0, 4, 14, 0, 4, 6.57341218099552, 8.66738894907909E-02, 0, 2, 0, 5, 5, 20,
 791,OQ842451_USA_2013,MinorParent, 13.4472767248372, 10, 5, 10, 5, 0, 8, 18, 8, 8, 7.23107154457053, 1.12676056338028, 2, 0, 10, 2.5, 0, 0,
 792,OQ842446_USA_2012,Recombinant, 15.8589964010339, 20, 10, 10, 10, 10, 8, 18, 8, 0, 6.73974776355176, 2.16684723726977E-02, 4, 2, 20, 5, 5, 0,
 792,PP621681_Thailand_2019,MajorParent, 4.28564281889182, 0, 5, 5, 0, 0, 0, 0, 4, 8, 5.3564365267142, .996749729144095, 0, 0, 0, 0, 0, 20,
 792,KF878966_Australia_2011,MinorParent, 9.85536078007427, 10, 0, 0, 5, 0, 4, 14, 0, 4, 7.90381570973405, .628385698808234, 4, 1, 0, 2.5, 5, 15,
 798,PP621627_Thailand_2019,Recombinant, 9.46217477357626, 10, 5, 0, 5, 10, 0, 0, 0, 8, 6.6181030807284, 0, 2, 1, 20, 5, 0, 15,
 798,OQ842418_USA_2011,MajorParent, 9.16084017041204, 0, 0, 10, 0, 0, 8, 18, 8, 4, 7.0093344247509, 0, 0, 2, 0, 2.5, 0, 0,
 798,PP621649_Thailand_2018,MinorParent, 11.3769850560117, 20, 10, 5, 10, 0, 4, 14, 4, 0, 6.3725624945207, .713513513513514, 4, 0, 20, 0, 0, 20,
 799,JX274995_Nigeria_Poliovirus-2,Recombinant, 17.7809233892565, 20, 10, 10, 5, 0, 8, 18, 8, 4, 9.40334686403888, 0, 2, 2, 10, 0, 0, 20,
 799,OP137303_Israel_Poliovirus-3,MajorParent, 6.04628402671154, 0, 5, 5, 0, 10, 0, 0, 4, 8, 5.38521088002594, 1.02925243770314, 0, 1, 0, 5, 5, 15,
 799,KJ170573_Nigeria_Poliovirus-2,MinorParent, 6.17279258403197, 20, 0, 0, 10, 0, 4, 14, 0, 0, 5.21144225593518, .509209100758397, 4, 0, 20, 2.5, 0, 0,
 800,KX162690_Chad_Poliovirus-2,Recombinant, 19.5381236775945, 0, 1, 10, 10, 5, 8, 18, 8, 8, 7.11791692285097, .769230769230769, 4, 1, 0, 5, 5, 20,
 800,KX162682_Central-African,MajorParent, 6.03288598292377, 0, 1, 0, 5, 5, 0, 0, 0, 4, 6.85267396879762, 0, 0, 2, 0, 2.5, 0, 15,
 800,JX274995_Nigeria_Poliovirus-2,MinorParent, 4.42899033948175, 0, 1, 5, 0, 5, 4, 14, 4, 0, 6.02940910835141, 0, 0, 0, 0, 0, 0, 0,
 801,JX275154_Nigeria_Poliovirus-2,Recombinant, 18.5097835734217, 10, 10, 10, 5, 5, 8, 18, 8, 8, 8.6291950569411, 0, 2, 2, 20, 2.5, 0, 20,
 801,OP137303_Israel_Poliovirus-3,MajorParent, 5.12638801876323, 0, 0, 5, 0, 5, 0, 0, 4, 4, 5.59603239982838, 2.17155266015201E-02, 0, 1, 10, 5, 5, 15,
 801,KJ170573_Nigeria_Poliovirus-2,MinorParent, 6.36382840781507, 20, 10, 0, 10, 5, 4, 14, 0, 0, 5.77477254323051, .369163952225841, 4, 0, 0, 0, 0, 0,
 802,JX275154_Nigeria_Poliovirus-2,Recombinant, 14.5070542295051, 20, 10, 5, 10, 10, 4, 14, 4, 0, 6.99307331472373, .249728555917481, 4, 2, 20, 0, 0, 20,
 802,JX275377_Nigeria_Poliovirus-2,MajorParent, 10.7494460156545, 0, 0, 10, 5, 0, 8, 18, 8, 8, 5.73215405106628, .141150922909881, 0, 1, 0, 5, 5, 15,
 802,JX275023_Nigeria_Poliovirus-2,MinorParent, 4.74349975484041, 10, 5, 0, 0, 0, 0, 0, 0, 4, 7.27477263420999, .01085776330076, 2, 0, 20, 2.5, 0, 0,
 805,PP461528_Nepal_2023,Recombinant, 16.5692717836979, 0, 10, 10, 10, 0, 8, 18, 8, 0, 7.08574622626946, 0, 4, 1, 20, 0, 0, 20,
 805,PP461525_Nepal_2023,MajorParent, 4.86668290908912, 20, 5, 0, 0, 10, 0, 0, 0, 8, 5.40792098180244, 1.2472885032538, 2, 0, 0, 2.5, 0, 15,
 805,PP621613_Thailand_2019,MinorParent, 8.56404530721302, 0, 0, 5, 5, 0, 4, 14, 4, 4, 7.5063327919281, 0, 0, 2, 10, 5, 0, 0,
 811,PP621604_Nepal_2023,Recombinant, 10.6066869330908, 20, 10, 5, 0, 5, 0, 0, 4, 0, 6.69343468190146, 2.22584147665581, 2, 1, 20, 2.5, 5, 15,
 811,PP621220_Thailand_2019,MajorParent, 8.07140494611443, 0, 0, 10, 10, 5, 4, 18, 8, 8, 6.6152285184329, 2.34527687296417, 0, 0, 0, 0, 0, 0,
 811,PP461541_Thailand_2023,MinorParent, 11.3219081207948, 10, 5, 0, 5, 5, 8, 14, 0, 4, 6.69133679966564, .510314875135722, 4, 2, 20, 5, 5, 20,
